rowType,code,name,parentCode,unit,priceA,priceB,directoryCategory,navigation,branch,operation,patientOrToothCondition,quantityRule,exclusion,priceEvidenceLevel,clinicalEvidenceLevel,hospitalConfirmation,clinicalStatus,sourcePage
"main","013105020090000","恒牙期 I 类错合矫治费（常规）","","疗程","16000","16000","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","10"
"main","013105020100000","恒牙期 I 类错合矫治费（复杂）","","疗程","22000","22000","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","10"
"main","013105020110000","恒牙期 II 类错合矫治费（常规）","","疗程","20500","20500","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","10"
"main","013105020120000","恒牙期 II 类错合矫治费（复杂）","","疗程","28500","28500","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","10"
"main","013105020130000","恒牙期 III 类错合矫治费（常规）","","疗程","20500","20500","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","10"
"main","013105020140000","恒牙期 III 类错合矫治费（复杂）","","疗程","28500","28500","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","10"
"main","013105020150000","恒牙期 I 类错合畸形功能治疗费","","疗程","7000","7000","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020160000","恒牙期 II 类错合畸形功能治疗费","","疗程","8000","8000","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020170000","恒牙期 III 类错合畸形功能治疗费","","疗程","9000","9000","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020180000","新生儿唇腭裂术前治疗费","","疗程","2700","2700","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020190000","睡眠呼吸暂停综合征口腔正畸辅助治疗费","","疗程","7000","7000","正畸","正畸治疗","","","{}","按疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020200000","局部正畸治疗费","","象限·疗程","5600","5600","正畸","正畸治疗","","","{}","按象限·疗程及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020210000","口腔固定保持器安装费","","单颌","280","280","正畸","正畸治疗","","","{}","按单颌及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020220000","口腔固定保持器拆除费","","单颌","140","140","正畸","正畸治疗","","","{}","按单颌及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105020230000","错合畸形治疗设计费","","次","600","600","正畸","正畸治疗","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105170050000","临时固定修复费","","牙位","166","166","修复","固定修复","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105170060000","修复体固定修复费","","牙位","2000","2000","修复","固定修复","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","11"
"main","013105170070000","桩核修复费","","根管","630","630","修复","固定修复","","","{}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","仅目录；临床规则未审，不可开单","12"
"main","013105170080000","附着体修复费","","牙位","900","900","修复","固定修复","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","12"
"main","013105170090000","全口义齿修复费","","单颌","3500","3500","修复","活动修复与赝复","","","{}","按单颌及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","12"
"main","013105170100000","胶连可摘局部义齿修复费","","牙位","264","264","修复","活动修复与赝复","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","12"
"main","013105170110000","铸造支架可摘局部义齿修复费","","牙位","500","500","修复","活动修复与赝复","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","12"
"main","013105170120000","颌骨/颞部缺损赝复体修复费（常规）","","每件","2800","2800","修复","活动修复与赝复","","","{}","按每件及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","12"
"main","013105170130000","颌骨/颞部缺损赝复体修复费（复杂）","","每件","4200","4200","修复","活动修复与赝复","","","{}","按每件及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013105170140000","面部缺损赝复体修复费","","每件","7000","7000","修复","活动修复与赝复","","","{}","按每件及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013105190020000","修复体拆除费","","修复体","80","80","修复","固定修复","","","{}","按修复体及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013105190030000","修复体维护费","","牙位","100","100","修复","固定修复","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013306020010000","正畸支抗钉植入费","","每钉","360","360","外科","正畸治疗","","","{}","按每钉及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013306020020000","根尖诱导成形费","","根管","90","90","外科","牙髓与根尖治疗（含根管）","","","{""limit"":""未成年人""}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013306020030000","根尖屏障手术费","","根管","300","300","外科","牙髓与根尖治疗（含根管）","","","{}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013306020040000","根尖手术费","","根管","500","500","外科","牙髓与根尖治疗（含根管）","","","{}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","仅目录；临床规则未审，不可开单","13"
"main","013306020050000","牙拔除费","","牙","80","80","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","013306020200000","A","C","是","仅目录；临床规则未审，不可开单","14"
"conditionalPrice","013306020050000","牙拔除费（乳牙）","013306020050000","牙","11","11","外科","拔牙与拔牙创处理","","","{""toothType"":""primary""}","按牙及实际实施数量","013306020050001","A","C","是","PDF条件价已核；临床路径未审，不可开单","14"
"main","013306020060000","阻生牙拔除费","","牙","210","210","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","013306020200000 / 013306020100000","A","C","是","仅目录；临床规则未审，不可开单","14"
"main","013306020070000","阻生牙开窗助萌费","","牙","100","100","外科","拔牙与拔牙创处理 / 正畸治疗","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","14"
"main","013306020080000","阻生牙牙冠切除费","","牙","260","260","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","14"
"main","013306020090000","拔牙创搔刮费","","牙","30","30","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","14"
"main","013306020100000","阻生牙龈瓣修整费","","牙","55","55","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","013306020060000","A","C","是","仅目录；临床规则未审，不可开单","15"
"main","013306020110000","预防性拔牙窝组织封闭费","","牙","600","600","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","15"
"main","013306020120000","牙移植费","","牙","220","220","外科","拔牙与拔牙创处理","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","15"
"main","013306020130000","口腔良性肿物切除费","","病灶","250","250","外科","其他口腔外科","","","{}","按病灶及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","15"
"main","013306020140000","口腔系带修整费","","次","150","150","外科","其他口腔外科","","","{""limit"":""未成年人""}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","15"
"main","013306020150000","颌骨病变刮切费（口内）","","次","930","930","外科","其他口腔外科","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","15"
"main","013306020160000","颌骨病变刮切费（颌面部）","","次","347","347","外科","其他口腔外科","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","16"
"main","013306020170000","颌骨囊肿减压费","","病灶","374","374","外科","其他口腔外科","","","{}","按病灶及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","16"
"main","013306020180000","口腔牵引钉植入费","","次","500","500","外科","其他口腔外科 / 正畸治疗","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","16"
"main","013306020190000","口腔牵引钉取出费","","次","15","15","外科","其他口腔外科 / 正畸治疗","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","16"
"main","013306020200000","口腔骨突修整费","","牙","124","124","外科","其他口腔外科","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","16"
"main","013306020210000","牙槽突骨折复位固定费","","牙","330","330","外科","其他口腔外科","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","16"
"main","013306020220000","黏膜切开引流费（口内）","","次","28","28","外科","其他口腔外科","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","17"
"main","013306020230000","黏膜切开引流费（颌面部）","","次","174","174","外科","其他口腔外科","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","17"
"main","013306020240000","下牙槽神经探查解剖费","","次","625","625","外科","其他口腔外科","","","{}","按次及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","17"
"main","013306020250000","口腔上颌窦瘘修补费","","单侧","550","550","外科","其他口腔外科","","","{}","按单侧及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","17"
"main","013306020260000","口内游离软组织移植费","","牙位","226","226","外科","其他口腔外科","","","{}","按牙位及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","17"
"main","013306020270000","根面平整费","","牙","22","22","外科","牙周基础治疗","","","{}","按牙及实际实施数量","013105010240000","A","C","是","仅目录；临床规则未审，不可开单","17"
"main","013306020280000","牙周翻瓣费","","牙","120","120","外科","牙周手术","","","{}","按牙及实际实施数量","013306020270000","A","C","是","仅目录；临床规则未审，不可开单","18"
"main","013306020290000","牙龈成形费","","牙","110","110","外科","牙周手术","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","18"
"main","013306020300000","游离龈移植费","","牙","500","500","外科","牙周手术","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","18"
"main","013306020310000","引导性牙周组织再生费","","牙","220","220","外科","牙周手术","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","18"
"main","013306020320000","牙周纤维环状切断费","","牙","66","66","外科","牙周手术 / 正畸治疗","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","18"
"main","013306020330000","皮质骨切开费","","牙","420","420","外科","其他口腔外科 / 正畸治疗","","","{}","按牙及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","18"
"main","013306020340000","唾液腺导管取石费","","腺体·单侧","108","108","外科","黏膜与唾液腺治疗","","","{}","按腺体·单侧及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","19"
"main","013306020350000","唾液腺导管治疗费","","腺体·单侧","50","50","外科","黏膜与唾液腺治疗","","","{}","按腺体·单侧及实际实施数量","","A","C","是","仅目录；临床规则未审，不可开单","19"
"add","013105010020001","牙体开髓引流费—儿童（加收）","013105010020000","牙","13","13","牙体牙髓","","牙髓急症开髓引流","急症处置项目","{""patient"":""child""}","按牙及实际实施数量","013105010030000 / 013105010040000 / 013105010050000 / 013105010060000 / 013105010070000 / 013105010080000 / 013105010090000 / 013105010100000 / 013105010110000","A","C","是","根管候选；需临床与医保物价复核","5"
"add","013105010030001","牙髓失活费—儿童（加收）","013105010030000","牙","8","8","牙体牙髓","","常规根管治疗","本次实际实施操作","{""patient"":""child""}","按牙及实际实施数量","","A","C","是","根管候选；需临床与医保物价复核","5"
"add","013105010050001","根管预备费—儿童（加收）","013105010050000","根管","43","43","牙体牙髓","","常规根管治疗","本次实际实施操作","{""patient"":""child""}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","根管候选；需临床与医保物价复核","5"
"add","013105010050011","根管预备费—根管异常（加收）","013105010050000","根管","114","114","牙体牙髓","","常规根管治疗","本次实际实施操作","{""anomaly"":true}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","根管候选；需临床与医保物价复核","5"
"extend","013105010060100","根管冲洗费—根管封药费（扩展）","013105010060000","根管","12","12","牙体牙髓","","常规根管治疗","本次实际实施操作","{""medication"":true}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","根管候选；需临床与医保物价复核","6"
"add","013105010070001","根管充填费—儿童（加收）","013105010070000","根管","34","34","牙体牙髓","","常规根管治疗","本次实际实施操作","{""patient"":""child""}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","根管候选；需临床与医保物价复核","6"
"add","013105010070011","根管充填费—根管异常（加收）","013105010070000","根管","91","91","牙体牙髓","","常规根管治疗","本次实际实施操作","{""anomaly"":true}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","根管候选；需临床与医保物价复核","6"
"extend","013105010070100","根管充填费—乳牙根管充填（扩展）","013105010070000","根管","114","114","牙体牙髓","","常规根管治疗","本次实际实施操作","{""tooth"":""primary""}","填写本次实际处理根管数；不得超过本牙参考总数","","A","C","是","根管候选；需临床与医保物价复核","6"
